name,year_start,year_end,position,height,weight,birth_date,college,id,Player,collage,born,birth_city,birth_state
Gerard King,1999,2001,F,183,79,November 25, 1972,Nicholls State University,2610,Gerard King,University of Charleston,1928,Charleston,West Virginia
Jim King,1964,1973,G,188,79,February 7, 1941,University of Tulsa,610,Jim King,University of Tulsa,1941,Tulsa,Oklahoma
Jimmy King,1996,1997,G,188,79,August 9, 1973,University of Michigan,2409,Jimmy King,University of Tulsa,1941,Tulsa,Oklahoma
Loyd King,1972,1973,G,6-2,180,May 29, 1949,Virginia Polytechnic Institute and State University
Maury King,1960,1963,G,188,88,March 12, 1935,University of Kansas,500,Maury King,University of Kansas,1935,,
Reggie King,1980,1985,F,198,102,February 14, 1957,University of Alabama,1372,Reggie King,University of Alabama,1957,Birmingham,Alabama
Rich King,1992,1995,C,218,117,April 4, 1969,University of Nebraska,2150,Rich King,University of Nebraska,1969,Lincoln,Nebraska
Ron King,1974,1974,G,6-4,185,July 11, 1951,Florida State University
Stacey King,1990,1997,F-C,211,104,January 29, 1967,University of Oklahoma,2003,Stacey King,University of Oklahoma,1967,Lawton,Oklahoma
Tom King,1947,1947,G,6-0,165,March 9, 1924,University of Michigan
Bob Kinney,1949,1950,C-F,198,97,September 16, 1920,Rice University,98,Bob Kinney,Rice University,1920,Fort Scott,Kansas
Tarence Kinsey,2007,2009,G,198,83,March 21, 1984,University of South Carolina,3165,Tarence Kinsey,University of South Carolina,1984,Tampa,Florida
Andrei Kirilenko,2002,2015,F,206,99,February 18, 1981,,2819,Andrei Kirilenko,,1981,Izhevsk,Russia
Alex Kirk,2015,2015,C,213,111,November 14, 1991,University of New Mexico,3722,Alex Kirk,University of New Mexico,1991,Los Alamos,New Mexico
Walt Kirk,1949,1952,G-F,190,78,September 3, 1924,University of Illinois at Urbana-Champaign,99,Walt Kirk,University of Illinois at Urbana-Champaign,1924,Mount Vernon,Illinois
Wilber Kirkland,1970,1970,F,6-7,190,,Cheyney University of Pennsylvania
Jim Kissane,1969,1969,F,6-7,210,August 17, 1946,Boston College
Doug Kistler,1962,1962,F,206,95,March 21, 1938,Duke University,544,Doug Kistler,Duke University,1938,,
Curtis Kitchen,1987,1987,F,206,106,January 30, 1964,University of South Florida,1796,Curtis Kitchen,University of South Florida,1964,Cape Coral,Florida
Greg Kite,1984,1995,C,211,113,August 5, 1961,Brigham Young University,1615,Greg Kite,Brigham Young University,1961,Houston,Texas
Kerry Kittles,1997,2005,G,196,81,June 12, 1974,Villanova University,2480,Kerry Kittles,Villanova University,1974,Dayton,Ohio
Maxi Kleber,2018,2018,F,6-10,220,January 29, 1992,
Joe Kleine,1986,2000,C,211,115,January 4, 1962,University of Arkansas,1734,Joe Kleine,University of Arkansas,1962,Colorado Springs,Colorado
Linas Kleiza,2006,2013,F,203,111,January 3, 1985,University of Missouri,3082,Linas Kleiza,University of Missouri,1985,Kaunas,Lithuania
Leo Klier,1949,1950,F-G,188,77,May 21, 1923,University of Notre Dame,100,Leo Klier,University of Notre Dame,1923,Washington,Indiana
Herm Klotz,1948,1948,G,5-7,150,October 21, 1921,Villanova University
Duane Klueh,1950,1951,G,190,79,January 6, 1926,Indiana State University,101,Duane Klueh,Indiana State University,1926,Bottineau,North Dakota
Lonnie Kluttz,1971,1971,F,6-7,220,September 17, 1945,North Carolina Agricultural and Technical State University
Billy Knight,1975,1985,G-F,198,88,June 9, 1952,University of Pittsburgh,1178,Billy Knight,University of Pittsburgh,1952,Braddock,Pennsylvania
Bob Knight,1955,1955,G-F,188,83,April 30, 1929,,369,Bob Knight,,1929,,
Brandin Knight,2005,2005,G,178,78,December 16, 1981,University of Pittsburgh,3009,Brandin Knight,Stanford University,1975,Livingston,New Jersey
Brandon Knight,2012,2017,G,178,78,December 2, 1991,University of Kentucky,3489,Brandon Knight,Stanford University,1975,Livingston,New Jersey
Brevin Knight,1998,2009,G,178,78,November 8, 1975,Stanford University,2551,Brevin Knight,Stanford University,1975,Livingston,New Jersey
Negele Knight,1991,1999,G,185,79,March 6, 1967,University of Dayton,2085,Negele Knight,University of Dayton,1967,Detroit,Michigan
Ron Knight,1971,1972,F,201,97,August 4, 1947,California State University, Los Angeles,850,Ron Knight,California State University, Los Angeles,1947,,
Toby Knight,1978,1982,F,206,95,May 3, 1955,University of Notre Dame,1263,Toby Knight,University of Notre Dame,1955,Bronx,New York
Travis Knight,1997,2003,C,213,106,September 13, 1974,University of Connecticut,2481,Travis Knight,University of Connecticut,1974,Salt Lake City,Utah
Lee Knorek,1947,1950,C,201,97,July 15, 1921,University of Detroit Mercy,102,Lee Knorek,University of Detroit Mercy,1921,Warsaw,Poland
Dick Knostman,1954,1954,C,198,97,August 9, 1931,Kansas State University,336,Dick Knostman,Kansas State University,1931,Wamego,Kansas
Rod Knowles,1969,1969,F-C,206,97,February 27, 1946,Davidson College,768,Rod Knowles,Davidson College,1946,,
Bart Kofoed,1988,1993,G,193,95,March 24, 1964,University of Nebraska at Kearney,1857,Bart Kofoed,University of Nebraska at Kearney,1964,Omaha,Nebraska
Don Kojis,1964,1975,F,196,97,January 15, 1939,Marquette University,611,Don Kojis,Marquette University,1939,Milwaukee,Wisconsin
Milo Komenich,1950,1950,F-C,201,96,June 22, 1920,University of Wyoming,103,Milo Komenich,University of Wyoming,1920,,
Howard Komives,1965,1974,G,185,83,May 9, 1941,Bowling Green State University,637,Howard Komives,Bowling Green State University,1941,Toledo,Ohio
Jon Koncak,1986,1996,C-F,213,113,May 17, 1963,Southern Methodist University,1735,Jon Koncak,Southern Methodist University,1963,Cedar Rapids,Iowa
Tom Kondla,1969,1969,C,6-8,225,November 30, 1946,University of Minnesota
Bud Koper,1965,1965,G,198,95,August 9, 1942,Oklahoma City University,638,Bud Koper,Oklahoma City University,1942,Rocky,Oklahoma
Joe Kopicki,1983,1985,F,206,108,June 12, 1960,University of Detroit Mercy,1555,Joe Kopicki,University of Detroit Mercy,1960,Warren,Michigan
Furkan Korkmaz,2018,2018,G,6-7,185,July 24, 1997,
Frank Kornet,1990,1991,F,206,102,January 27, 1967,Vanderbilt University,2004,Frank Kornet,Vanderbilt University,1967,Lexington,Kentucky
Yaroslav Korolev,2006,2007,F,206,92,May 7, 1987,,3083,Yaroslav Korolev,,1987,Moscow,Russia
Kyle Korver,2004,2018,G-F,201,96,March 17, 1981,Creighton University,2951,Kyle Korver,Creighton University,1981,Lakewood,California
Tony Koski,1969,1969,F,6-8,215,June 26, 1946,Providence College
Len Kosmalski,1975,1976,C,213,111,November 29, 1951,University of Tennessee,1044,Len Kosmalski,University of Tennessee,1951,Cleveland,Ohio
Andy Kostecka,1949,1949,F,6-3,203,February 10, 1921,Georgetown University
Harold Kottman,1947,1947,C,6-8,220,August 22, 1922,Culver-Stockton College
Kosta Koufos,2009,2018,C,213,120,February 24, 1989,Ohio State University,3299,Kosta Koufos,Ohio State University,1989,Canton,Ohio
Tom Kozelko,1974,1976,F,203,99,July 1, 1951,University of Toledo,1001,Tom Kozelko,University of Toledo,1951,Traverse City,Michigan
Ronald Kozlicki,1968,1968,F,6-7,215,December 12, 1944,Northwestern University
Arvid Kramer,1980,1980,C,206,99,October 2, 1956,Augustana College (SD),1373,Arvid Kramer,Augustana College (SD),1956,Fulda,Minnesota
Barry Kramer,1965,1970,F-G,193,90,November 10, 1942,New York University,639,Barry Kramer,New York University,1942,Schenectady,New York
Joel Kramer,1979,1983,F-C,201,92,November 30, 1955,San Diego State University,1314,Joel Kramer,San Diego State University,1955,San Diego,California
Steven Kramer,1968,1970,G-F,6-5,200,January 1, 1945,Brigham Young University
Dan Kraus,1949,1949,G,6-0,195,February 13, 1923,Georgetown University
Herb Krautblatt,1949,1949,G,6-1,190,November 19, 1926,Rider University
Viacheslav Kravtsov,2013,2014,C,213,117,August 25, 1987,,3566,Viacheslav Kravtsov,,1987,Odessa,Ukraine
Jim Krebs,1958,1964,C-F,203,104,September 8, 1935,Southern Methodist University,454,Jim Krebs,Southern Methodist University,1935,Webster Groves,Missouri
Wayne Kreklow,1981,1981,G,193,79,January 4, 1957,Drake University,1424,Wayne Kreklow,Drake University,1957,Neenah,Wisconsin
Tommy Kron,1967,1970,G,196,90,February 28, 1943,University of Kentucky,688,Tommy Kron,University of Kentucky,1943,,
Tom Kropp,1976,1977,G,190,92,February 12, 1953,University of Nebraska at Kearney,1096,Tom Kropp,University of Nebraska at Kearney,1953,Grand Island,Nebraska
Nenad Krstic,2005,2011,C,213,108,July 25, 1983,,3010,Nenad Krstic,,1983,Kraljevo,Serbia
Larry Krystkowiak,1987,1997,F-C,206,99,September 23, 1964,University of Montana,1797,Larry Krystkowiak,University of Montana,1964,Missoula,Montana
Steve Kuberski,1970,1978,F-C,203,97,November 6, 1947,Bradley University,804,Steve Kuberski,Bradley University,1947,Moline,Illinois
Leo Kubiak,1950,1950,G,180,72,December 25, 1927,Bowling Green State University,104,Leo Kubiak,Bowling Green State University,1927,,
Bruce Kuczenski,1984,1984,F,208,104,February 3, 1961,University of Connecticut,1616,Bruce Kuczenski,University of Connecticut,1961,Bristol,Connecticut
Frank Kudelka,1950,1953,G-F,188,87,June 25, 1925,Saint Mary's College of California,105,Frank Kudelka,Saint Mary's College of California,1925,,
John Kuester,1978,1980,G,188,81,February 6, 1955,University of North Carolina,1264,John Kuester,University of North Carolina,1955,Richmond,Virginia
Ray Kuka,1948,1949,F,6-3,200,February 17, 1922,University of Notre Dame
Toni Kukoc,1994,2006,F,208,87,September 18, 1968,,2288,Toni Kukoc,,1968,Split,Croatia
Kevin Kunnert,1974,1982,C-F,213,104,November 11, 1951,University of Iowa,1002,Kevin Kunnert,University of Iowa,1951,Dubuque,Iowa
Terry Kunze,1968,1968,G-F,6-4,210,March 11, 1943,University of Minnesota
Mitch Kupchak,1977,1986,F-C,206,104,May 24, 1954,University of North Carolina,1179,Mitch Kupchak,University of North Carolina,1954,Hicksville,New York
C.J. Kupec,1976,1978,F-C,190,92,January 16, 1953,University of Michigan,1097,C.J. Kupec,,1953,,
Rob Kurz,2009,2009,F,206,105,March 5, 1985,University of Notre Dame,3300,Rob Kurz,University of Notre Dame,1985,Philadelphia,Pennsylvania
Ibo Kutluay,2005,2005,G,198,90,July 1, 1974,,3011,Ibo Kutluay,,1974,Istanbul,Turkey
Kyle Kuzma,2018,2018,F,6-9,220,July 24, 1995,University of Utah
Ognjen Kuzmic,2014,2015,C,216,113,May 16, 1990,,3646,Ognjen Kuzmic,,1990,Doboj,Bosnia and Herzegovina
Mindaugas Kuzminskas,2017,2018,F,206,97,October 19, 1989,,3875,Mindaugas Kuzminskas,,1989,Vilnius,Lithuania
Skal Labissiere,2017,2018,F,211,102,March 18, 1996,University of Kentucky,3876,Skal Labissiere,University of Kentucky,1996,Port-Au-Prince,Haiti
Reggie Lacefield,1969,1969,G-F,6-5,230,April 10, 1945,Western Michigan University
Edgar Lacey,1969,1969,F,6-6,190,August 2, 1944,University of California, Los Angeles
Sam Lacey,1971,1983,C,208,106,March 28, 1948,New Mexico State University,851,Sam Lacey,New Mexico State University,1948,Indianaola,Mississippi
Bob Lackey,1973,1974,G-F,6-5,200,April 4, 1949,Marquette University
Fred LaCour,1961,1963,G-F,196,95,February 7, 1938,University of San Francisco,519,Fred LaCour,University of San Francisco,1938,,
Wendell Ladner,1971,1975,F,6-5,220,October 6, 1948,University of Southern Mississippi
Christian Laettner,1993,2005,F-C,211,106,August 17, 1969,Duke University,2211,Christian Laettner,Duke University,1969,Angola,New York
Oliver Lafayette,2010,2010,G,188,86,May 6, 1984,University of Houston,3368,Oliver Lafayette,University of Houston,1984,Baton Rouge,Louisiana
Raef LaFrentz,1999,2008,F-C,211,108,May 29, 1976,University of Kansas,2611,Raef LaFrentz,University of Kansas,1976,Hampton,Iowa
Tom LaGarde,1978,1985,C-F,208,99,February 10, 1955,University of North Carolina,1265,Tom LaGarde,University of North Carolina,1955,Detroit,Michigan
Bill Laimbeer,1981,1994,C,211,111,May 19, 1957,University of Notre Dame,1425,Bill Laimbeer,University of Notre Dame,1957,Boston,Massachusetts
Pete Lalich,1947,1947,F,6-2,190,June 23, 1920,Ohio University
Bo Lamar,1974,1977,G,185,81,April 7, 1951,University of Louisiana at Lafayette,1180,Bo Lamar,University of Louisiana at Lafayette,1951,Columbus,Ohio
Doron Lamb,2013,2014,G,193,95,November 6, 1991,University of Kentucky,3567,Doron Lamb,University of Kentucky,1991,Queens,New York
Jeremy Lamb,2013,2018,G-F,196,83,May 30, 1992,University of Connecticut,3568,Jeremy Lamb,University of Connecticut,1992,Henrico Valley,Virginia
John Lambert,1976,1982,C-F,208,102,January 14, 1953,University of Southern California,1098,John Lambert,University of Southern California,1953,Berkeley,California
Jeff Lamp,1982,1989,F-G,198,88,March 9, 1959,University of Virginia,1497,Jeff Lamp,University of Virginia,1959,Minneapolis,Minnesota
Maciej Lampe,2004,2006,C,211,124,February 5, 1985,,2952,Maciej Lampe,,1985,Lodz,Poland
Jim Lampley,1987,1987,C,208,104,July 2, 1960,University of Arkansas at Little Rock,1798,Jim Lampley,University of Arkansas at Little Rock,1960,Harrisburg,Pennsylvania
Sean Lampley,2003,2004,F,201,102,September 3, 1979,University of California,2875,Sean Lampley,University of California,1979,Harvey,Illinois
Carl Landry,2008,2016,F,206,112,September 19, 1983,Purdue University,3233,Carl Landry,Purdue University,1983,Milwaukee,Wisconsin
Marcus Landry,2010,2010,F,201,104,November 1, 1985,University of Wisconsin,3369,Marcus Landry,University of Wisconsin,1985,Milwaukee,Wisconsin
Mark Landsberger,1978,1984,F-C,203,97,May 21, 1955,Arizona State University,1266,Mark Landsberger,Arizona State University,1955,Minot,North Dakota
Jerome Lane,1989,1993,F,198,104,December 4, 1966,University of Pittsburgh,1927,Jerome Lane,University of Pittsburgh,1966,Akron,Ohio
Andrew Lang,1989,2000,C,211,111,June 28, 1966,University of Arkansas,1928,Andrew Lang,University of Arkansas,1966,Pine Bluff,Arkansas
Antonio Lang,1995,2000,F-G,211,111,May 15, 1972,Duke University,2338,Antonio Lang,University of Arkansas,1966,Pine Bluff,Arkansas
James Lang,2007,2007,C,208,129,October 17, 1983,,3166,James Lang,,1983,Mobile,Alabama
Trajan Langdon,2000,2002,G,190,89,May 13, 1976,Duke University,2683,Trajan Langdon,Duke University,1976,Palo Alto,California
Keith Langford,2008,2008,G,193,97,September 15, 1983,University of Kansas,3234,Keith Langford,University of Kansas,1983,Fort Worth,Texas
Dan Langhi,2001,2004,F,211,99,November 28, 1977,Vanderbilt University,2733,Dan Langhi,Vanderbilt University,1977,Chicago,Illinois
Bob Lanier,1971,1984,C,6-11,250,September 10, 1948,St. Bonaventure University
Stu Lantz,1969,1976,G,190,79,July 13, 1946,University of Nebraska,769,Stu Lantz,University of Nebraska,1946,Uniontown,Pennsylvania
Nicolas Laprovittola,2017,2017,G,193,81,January 31, 1990,,3877,Nicolas Laprovittola,,1990,Buenos Aires,Argentina
York Larese,1962,1962,G,193,83,July 18, 1938,University of North Carolina,545,York Larese,University of North Carolina,1938,New York,New York
Shane Larkin,2014,2018,G,180,79,October 2, 1992,University of Miami,3647,Shane Larkin,University of Miami,1992,Cincinnati,Ohio
Rusty LaRue,1998,2004,G,188,95,December 10, 1973,Wake Forest University,2552,Rusty LaRue,Wake Forest University,1973,Winston-Salem,North Carolina
Rudy LaRusso,1960,1969,F-C,201,99,November 11, 1937,Dartmouth College,501,Rudy LaRusso,Dartmouth College,1937,Brooklyn,New York
John Laskowski,1976,1977,G,198,83,June 7, 1953,Indiana University,1099,John Laskowski,Indiana University,1953,South Bend,Indiana
Stephane Lasme,2008,2008,F,203,97,December 17, 1982,University of Massachusetts Amherst,3235,Stephane Lasme,University of Massachusetts Amherst,1982,Port-Gentil,Gabon
Dave Lattin,1968,1973,F-C,198,102,December 23, 1943,University of Texas at El Paso,723,Dave Lattin,University of Texas at El Paso,1943,Houston,Texas
Priest Lauderdale,1997,1998,C,224,147,August 31, 1973,Central State University,2482,Priest Lauderdale,Central State University,1973,Chicago,Illinois
Rich Laurel,1978,1978,G,198,86,July 11, 1954,Hofstra University,1267,Rich Laurel,Hofstra University,1954,Philadelphia,Pennsylvania
Harry Laurie,1971,1971,G,6-1,178,November 2, 1944,Saint Peter's College
Walt Lautenbach,1950,1950,G-F,188,83,November 17, 1922,University of Wisconsin,106,Walt Lautenbach,University of Wisconsin,1922,,
Joffrey Lauvergne,2015,2018,C-F,211,99,September 30, 1991,,3723,Joffrey Lauvergne,,1991,Mulhouse,France
Tony Lavelli,1950,1951,F,190,83,July 11, 1926,Yale University,107,Tony Lavelli,Yale University,1926,Somerville,Massachusetts
Zach LaVine,2015,2017,G,196,85,March 10, 1995,University of California, Los Angeles,3724,Zach LaVine,University of California, Los Angeles,1995,Renton,Washington
Bob Lavoy,1951,1954,F-C,201,83,June 29, 1926,Western Kentucky University,240,Bob Lavoy,Western Kentucky University,1926,,
Acie Law,2008,2011,G,190,88,January 25, 1985,Texas A&M University,3236,Acie Law,Texas A&M University,1985,Dallas,Texas
Gani Lawal,2011,2011,F,206,106,November 7, 1988,Georgia Institute of Technology,3424,Gani Lawal,Georgia Institute of Technology,1988,College Park,Georgia
Edmund Lawrence,1981,1981,C,213,103,December 8, 1952,McNeese State University,1426,Edmund Lawrence,McNeese State University,1952,Lake Charles,Louisiana
Jason Lawson,1998,1998,C,211,108,September 2, 1974,Villanova University,2553,Jason Lawson,Villanova University,1974,Philadelphia,Pennsylvania
